id	source	translation
1655	又值衡山侯雍州下，又寫得書。	又 值 得 衡 山 侯 雍 州 下 ， 又 寫 了 書 。
1656	又蘭左衛欽從南鄭還，又寫得蘭書。	又 有 蘭 左 衛 左 欽 從 南 鄭 返 回 ， 又 寫 了 《 蘭 蘭 書 》 。
1657	往往未渡江時書，或是此間製作，甚新奇。	往 往 没 有 渡 過 長 江 時 書 ， 或 者 是 這 時 間 製 作 ， 很 是 新 奇 。
1658	張湘州纘經餉書，如樊光注《爾雅》之例是也。	張 湘 州 經 餉 書 ， 就 像 樊 光 注 《 爾 雅 》 一 樣 。
1659	張豫章綰經餉書，如《高僧傳》之例是也。	張 豫 章 經 饋 贈 書 信 ， 如 《 高 僧 傳 》 這 樣 。
1660	范鄱陽胥經餉書，如高誘注《戰國策》之例是也。	范 鄱 陽 胥 經 餉 書 ， 就 像 高 誘 注 《 戰 國 策 》 一 樣 。
1661	隱士王縝之經餉書，如《童子傳》之例是也。	隱 士 王 縝 的 經 書 ， 就 像 《 童 子 傳 》 一 樣 。
1662	又就東林寺智表法師寫得書法書，初得韋護軍叡餉數卷，次又殷貞子鈞餉，爾後又遣范普市得法書，又使潘菩提市得法書，並是二王書也。	又 在 東 林 寺 智 表 法 師 所 寫 的 書 法 ， 最 初 得 到 韋 護 軍 韋 叡 的 餉 食 幾 卷 ， 其 次 是 殷 貞 子 李 鈞 的 軍 餉 ， 然 後 又 派 范 普 買 得 法 書 ， 又 派 潘 菩 提 買 到 法 書 一 部 ， 都 是 二 王 的 書 ， 這 都 是 兩 王 的 筆 法 。
1663	郡五官虞皭大有古跡，可五百許卷，並留之伏事客房。	郡 郡 中 的 五 官 虞 大 多 有 古 代 的 圖 書 ， 共 有 五 百 多 卷 ， 都 留 在 客 房 中 。
1664	篆又有三百許卷，並留之，因爾遂蓄諸跡。	篆 書 又 有 三 百 多 卷 ， 都 留 下 來 ， 因 此 於 是 就 收 藏 了 各 種 圖 書 。
1665	又就會稽宏普惠皎道人搜聚之。	又 到 會 稽 宏 普 惠 皎 道 人 搜 集 。
1666	及臨汝靈侯益州還，遂巨有所辦。	等 到 臨 汝 靈 侯 從 益 州 回 來 ， 於 是 大 有 所 補 益 。
1667	後又有樂彥春劉之遴等書，將五千卷。	後 後 又 有 樂 彦 春 劉 之 遴 等 書 ， 將 五 千 卷 。
1668	又得南平嗣王書，又得張雍州書，又得桂陽藩王書，又得留之遠書。	又 得 到 南 平 嗣 王 書 信 ， 又 獲 到 張 雍 州 書 ， 又 得 了 桂 陽 藩 王 的 信 ， 再 得 到 留 之 書 。
1669	吾今年四十六歲，自聚書來四十年，得書八萬卷，河間之侔漢室，頗謂過之矣。	我 今 年 四 十 六 歲 ， 自 從 聚 書 來 到 四 十 年 ， 得 到 書 八 萬 卷 ， 河 間 比 漢 室 相 當 ， 頗 覺 超 過 了 他 。
1670	周公攝政，管叔欲為亂。	周 公 代 理 國 政 ， 管 叔 想 作 亂 。
1671	因是流言於國曰：“公將不利孺子。”奄君聞之，說祿父舉兵。	因 此 流 言 於 國 家 説 ： 公 將 不 利 於 孺 子 。 奄 君 聽 説 後 ， 勸 説 禄 父 起 兵 。
1672	祿父及三監遂貳于公。	禄 父 和 三 監 於 是 背 叛 了 公 孫 。
1673	公謂召公曰：“我攝政者，恐天下叛周也。	公 對 召 公 説 ： 我 代 理 政 事 的 ， 恐 怕 天 下 叛 離 周 。
1674	無以告我先王。”乃奉成王命，東征剋殷，殺祿父，踐奄，誅其君，戮管叔，殺蔡叔，降霍叔為庶人。	無 法 告 訴 我 先 王 。 於 是 奉 承 成 王 的 命 令 ， 東 征 攻 克 殷 ， 殺 掉 禄 父 ， 踐 踏 了 奄 父 ， 殺 死 了 他 的 君 主 ， 誅 殺 了 管 叔 ， 殺 了 蔡 叔 ， 把 蔡 叔 殺 掉 ， 把 霍 叔 降 爲 庶 人 。
1675	王既惑流言，意愈不悅。	王 已 經 迷 惑 流 言 ， 心 中 更 加 不 高 興 。
1676	時雷電且風，禾黍盡偃，大木皆拔。	當 時 雷 電 閃 電 ， 禾 苗 都 被 吹 倒 ， 大 樹 都 被 拔 起 ， 大 木 都 拔 起 來 。
1677	王懼，與大夫啟金縢書。	王 怕 ， 與 大 夫 啓 啓 金 書 信 。
1678	王執書泣曰：“公勤勞王家，予不知，今天動威，彰公之德。”王遂夜迎公。	王 拿 着 信 哭 着 説 ： 公 勤 勞 王 家 ， 我 不 知 道 ， 如 今 天 降 威 嚴 ， 彰 明 公 的 德 行 。 王 於 是 夜 裏 迎 接 公 。
1679	天乃雨反風，禾盡起。	天 於 是 下 雨 反 風 ， 禾 苗 全 部 起 來 。
1680	公定鼎郟鄏。	公 在 定 鼎 。
1681	越裳氏以三象重九譯，獻白雉，肅慎又來入貢，獻白雉。	越 越 裳 氏 用 三 種 圖 書 重 譯 九 譯 ， 進 獻 白 雉 ， 肅 慎 又 來 進 貢 ， 進 貢 白 雉 。
1682	旦讀書一百篇，夕則見士七十人也。	早 晨 讀 書 一 百 篇 ， 晚 上 就 見 到 士 人 七 十 人 。
1683	鸞鳳至，蓂莢生。	鸞 鸞 來 ， 莢 生 。
1684	公以天下既定，宜有事于河洛，示神祗之變，定人神之徵。	公 認 爲 天 下 已 經 平 定 ， 應 該 在 河 洛 舉 行 祭 祀 ， 顯 示 神 靈 的 變 化 ， 確 定 人 神 的 徵 兆 。
1685	往從之，沈壁于河，有光滿河，青龍銜元甲圖而出。	他 前 往 跟 隨 他 ， 在 黄 河 上 埋 伏 壁 壘 ， 有 光 照 滿 黄 河 ， 青 龍 銜 着 元 甲 圖 案 而 出 。
1686	元龜甲有赤字，公寫之。	元 元 龜 甲 有 赤 字 ， 公 孫 寫 了 。
1687	書成，其赤字隨滅，龜於是墮甲而去。	書 寫 完 ， 其 赤 字 隨 即 消 失 ， 龜 於 是 掉 下 鎧 甲 而 離 去 。
1688	景星見，醴泉吐，麒麟出，朱草生。	景 星 出 現 ， 醴 泉 涌 出 ， 麒 麟 岀 現 ， 朱 草 生 長 ， 紅 草 長 出 。
1689	王以公有勳勞於下下。	王 因 爲 公 有 功 勞 在 下 面 。
1690	九十九薨。	九 九 十 九 歲 去 世 。
1691	召公奭與周同姓姬氏。	召 公 與 周 同 姓 的 姬 氏 。
1692	周武王之滅紂，封召公於燕。	周 武 王 滅 掉 紂 ， 把 召 公 封 在 燕 。
1693	其在成王時，召公為三公。	在 成 王 時 ， 召 公 爲 三 公 。
1694	自陝以西，召公主之。	從 陝 以 西 ， 召 公 主 。
1695	自陝以東，周公主之。	從 陝 以 東 ， 周 公 主 持 。
1696	成王既幼，周公攝政，當國祚，召公疑之。	成 成 王 年 幼 ， 周 公 代 理 國 政 ， 繼 承 國 運 ， 召 公 懷 疑 他 。
1697	作君奭，君奭不說周公。	作 君 ， 君 不 勸 周 公 。
1698	周公稱湯時有伊尹，假于皇天，在太戊時，則有若伊陟臣扈，假于上帝，巫咸治王家，祖乙時有巫賢，武丁時有甘磐保乂于殷也。	周 公 稱 湯 時 有 伊 尹 ， 在 皇 天 上 ， 在 太 戊 時 ， 就 有 如 伊 陟 的 臣 子 扈 扈 ， 假 如 上 帝 ， 巫 咸 治 理 王 家 ， 祖 乙 時 有 巫 咸 賢 能 ， 武 丁 時 有 甘 磐 保 佑 殷 國 。
1699	於是召公乃說之。	於 是 召 公 就 勸 説 他 。
1700	召公治西方，甚得兆民和。	召 公 治 理 西 方 ， 很 得 民 心 。
1701	召公巡行鄉邑，有棠樹，決獄政事於其下。	召 公 巡 行 鄉 里 ， 有 棠 樹 樹 ， 在 棠 樹 下 决 斷 政 事 。
1702	自侯伯庶人，各得其所，無失職者。	自 侯 伯 庶 人 ， 各 得 其 所 ， 没 有 失 職 的 人 。
1703	齊桓公小白，雍林人。	齊 桓 公 小 白 ， 雍 林 人 。
1704	襲殺齊君無知，桓公之立，發兵攻魯，心欲殺管仲，鮑叔諫。	襲 擊 齊 國 君 無 知 ， 桓 公 即 位 ， 發 兵 攻 打 魯 國 ， 心 裏 想 殺 掉 管 仲 ， 鮑 叔 勸 諫 。
1705	桓公從之，乃佯為召管仲欲甘心實用之。	桓 公 聽 從 了 他 的 建 議 ， 就 假 裝 召 來 管 仲 想 要 甘 心 實 行 。
1706	管仲知之，故往見桓公。	管 仲 知 道 了 ， 所 以 前 去 拜 見 桓 公 。
1707	桓公序禮，以為大夫任政。	桓 桓 公 制 定 禮 儀 ， 任 用 大 夫 擔 任 政 事 。
1708	桓公既得管仲，鮑叔隰朋高徯修政齊國，連五家之兵伐魯。	桓 公 得 到 管 仲 後 ， 鮑 叔 、 高 在 齊 國 治 理 政 事 ， 連 同 五 家 的 軍 隊 討 伐 魯 國 。
1709	魯莊公請獻遂邑，以平諸侯。	魯 魯 公 請 求 獻 出 遂 邑 ， 以 平 定 諸 侯 。
1710	會桓公於甄，而桓公始霸焉。	在 甄 縣 會 合 桓 公 ， 桓 公 開 始 稱 霸 。
1711	山戎伐燕，告急於齊。	山 戎 攻 打 燕 國 ， 向 齊 國 告 急 。
1712	桓公救燕，遂伐山戎，至孤竹而還。	桓 桓 公 救 援 燕 國 ， 於 是 討 伐 山 戎 ， 到 了 孤 竹 就 返 回 。
1713	衛文公有狄亂，告急於齊，率諸侯城楚丘，而立衛君。	衛 文 公 有 狄 亂 ， 向 齊 國 告 急 ， 率 領 諸 侯 在 楚 丘 築 城 ， 擁 立 衛 君 。
1714	伐蔡，蔡潰，遂伐楚，楚盟而去。	討 伐 蔡 國 ， 蔡 國 潰 敗 ， 於 是 討 伐 楚 國 ， 楚 國 結 盟 而 離 去 。
1715	狄伐陳，夏會諸侯於葵丘。	狄 人 討 伐 陳 ， 夏 季 在 葵 丘 會 合 諸 侯 。
1716	周襄王賜桓公文武胙，彤弓大輅。	周 襄 王 賜 給 桓 公 文 武 的 ， 彤 弓 大 。
1717	是歲秦繆入晉公子夷吾，桓公於是討晉亂，至高梁，使隰朋立晉君而還。	這 年 秦 繆 入 晋 公 子 夷 吾 ， 桓 公 於 是 討 伐 晋 國 的 叛 亂 ， 到 了 高 梁 ， 派 朋 立 晋 君 而 返 回 。
1718	是時周室衰微，獨齊為中國令諸侯城成周也。	這 時 周 室 衰 微 ， 祇 有 齊 國 爲 中 原 讓 諸 侯 城 築 成 成 周 的 城 池 。
1719	晉文公重耳生而胼脅，年十七，賢士五人，曰趙衰、狐偃、咎犯、賈佗、先軫。	晋 文 公 重 耳 生 下 來 ， 十 七 歲 時 ， 有 十 七 個 兒 子 ， 有 五 個 賢 士 ， 有 一 個 叫 趙 衰 、 狐 偃 、 咎 犯 、 賈 佗 、 先 。
1720	晉惠公卒，重耳得入。	晋 惠 公 去 世 ， 重 耳 得 以 入 朝 。
1721	是為文公，晉人多附焉。	這 就 是 文 公 ， 晋 國 的 人 多 依 附 他 。
1722	周襄王以弟難出居鄭，告急，晉乃發兵，至陽樊圍溫。	周 襄 王 因 弟 難 出 居 鄭 ， 告 急 ， 晋 於 是 發 兵 ， 到 陽 樊 包 圍 温 。
1723	入襄王於周。	進 入 周 襄 王 府 。
1724	周王賜晉河內陽樊，命晉侯為伯。	周 王 賜 給 晋 河 内 陽 陽 ， 命 令 晋 侯 爲 伯 。
1725	秦繆公任好即位，晉獻公滅虞虢，虜虞君。	秦 繆 公 任 好 即 位 ， 晋 獻 公 滅 掉 虞 虢 ， 俘 虜 虞 君 。
1726	秋，公自將伐晉，戰於河西。	秋 天 ， 曹 公 親 自 率 軍 討 伐 晋 ， 在 河 西 交 戰 。
1727	晉驪姬作亂，夷吾使人謂秦求入晉公，許使百里奚，將兵送夷吾。	晋 姬 作 亂 ， 夷 吾 派 人 對 秦 請 求 晋 公 ， 許 諾 百 里 奚 ， 率 兵 送 夷 吾 。
1728	夷吾謂曰：“若得立，請割晉之河西八城予秦。”及至已立而不予。	夷 吾 對 他 説 ： 如 果 得 到 皇 位 ， 請 割 出 晋 的 河 西 八 城 給 秦 。 等 到 他 已 立 而 不 給 。
1729	旱，請粟於秦，繆公與之。	旱 災 ， 向 秦 國 請 求 糧 食 ， 繆 公 給 秦 國 發 給 。
1730	秦饑，請粟於晉，晉因饑伐秦，使丕豹往擊之，與晉惠公夷吾合戰於韓地。	秦 國 饑 荒 ， 向 晋 請 求 糧 食 ， 晋 國 因 爲 饑 荒 討 伐 秦 國 ， 派 丕 豹 前 去 攻 打 秦 軍 ， 與 晋 惠 公 夷 吾 在 韓 地 交 戰 。
1731	晉君棄其軍，與秦爭利。	晋 君 丟 棄 了 他 的 軍 隊 ， 與 秦 國 争 利 。
1732	還而馬縶，穆公追之不得，反為晉軍所圍。	回 來 後 馬 被 絆 住 ， 穆 公 追 趕 不 上 ， 反 而 被 晋 軍 包 圍 。
1733	岐山下食善馬者三百人，馳冒解圍，遂脫穆公。	岐 山 下 面 吃 好 好 馬 的 有 三 百 人 ， 奔 馳 衝 入 包 圍 解 圍 ， 於 是 得 以 逃 脱 穆 公 。
1734	反生得晉公，獻其河西地，發兵襲鄭。	張 反 生 擒 獲 晋 公 ， 獻 出 河 西 地 區 的 土 地 ， 發 兵 襲 擊 鄭 。
1735	賈人弦高持十二牛賣之，因見秦兵，獻其牛曰：“聞大國將誅鄭，鄭君謹修守備，令臣以牛勞軍士。”秦三將軍相謂曰：“將襲鄭，鄭人已覺之，往無及已。”滅滑，晉之邊邑。	商 人 弦 高 高 拿 着 十 二 頭 牛 賣 給 秦 國 ， 於 是 見 到 秦 國 的 軍 隊 ， 獻 上 他 的 牛 説 ： 聽 説 大 國 將 要 誅 殺 鄭 國 ， 鄭 國 的 君 主 謹 慎 防 備 ， 讓 臣 下 用 牛 來 犒 勞 軍 隊 。 秦 國 三 位 將 軍 相 互 對 答 説 ； 將 要 襲 擊 鄭 ， 鄭 人 已 經 知 道 了 ， 逃 走 就 不 及 了 。 滅 掉 滑 州 ， 晋 國 的 邊 境 。
1736	當是時晉文公喪尚未葬，太子襄公怒，縗絰發兵，遮秦兵於殽，大破之，虜三將。	當 時 晋 文 公 的 喪 事 還 没 有 安 葬 ， 太 子 襄 公 發 怒 ， 穿 上 喪 服 ， 穿 着 喪 服 出 兵 ， 在 城 阻 擊 秦 軍 ， 大 敗 了 秦 兵 ， 俘 虜 了 三 將 。
1737	晉文公夫人，穆公女也，曰：“繆公怨此三人於骨髓，心願歸之，我君得此快意烹之。”晉君許三將歸。	晋 文 公 夫 人 ， 是 穆 公 的 女 兒 ， 説 ： 繆 公 怨 恨 這 三 個 人 ， 心 願 歸 還 她 們 ， 我 們 得 到 這 些 快 意 就 烹 殺 了 她 們 。 晋 君 答 應 了 三 位 將 領 回 去 。
1738	歸至，繆公素服郊迎。	回 來 後 ， 繆 公 穿 素 服 郊 外 迎 接 。
1739	哭曰：“孤不用百里奚、蹇叔之言，以辱三子，三子何罪乎？”復官秩，益厚之。	哭 着 説 ： 孤 兒 不 采 用 百 里 奚 、 蹇 叔 的 話 ， 以 侮 辱 三 子 ， 三 子 有 什 麽 罪 過 呢? 恢 復 官 職 ， 更 加 厚 待 他 。
1740	使孟明等伐晉，取王官及鄗，以報殽之役。	派 孟 明 等 人 討 伐 晋 ， 奪 取 王 官 和 ， 以 報 之 役 。
1741	秦用由餘謀伐戎王，益國十二，開地千里也。	秦 國 采 用 由 餘 的 計 策 討 伐 戎 王 ， 增 加 十 二 個 封 國 ， 開 拓 疆 土 一 千 里 。
1742	楚莊王即位，不出號令，日夜為樂。	楚 莊 王 即 位 ， 不 出 號 令 ， 日 夜 作 樂 。
1743	有諫者死。	有 諫 者 被 處 死 。
1744	伍舉入諫不從。	伍 伍 進 諫 勸 諫 不 聽 。
1745	居數月益甚，蘇從乃入諫。	過 了 幾 個 月 ， 蘇 從 從 更 加 進 諫 。
1746	於是乃罷淫樂聽政，任伍舉蘇從以政。	於 是 停 止 音 樂 聽 政 ， 任 用 伍 舉 蘇 從 政 。
1747	國人悅。	國 人 很 高 興 。
1748	是歲滅戎，伐陸渾戎，遂至洛，觀兵於周郊，問鼎之輕重而歸。	這 年 消 滅 戎 人 ， 討 伐 陸 渾 戎 ， 於 是 到 達 洛 陽 ， 在 周 郊 觀 兵 ， 詢 問 鼎 的 輕 重 而 回 來 。
1749	若敖反，擊滅之。	若 敖 反 叛 ， 打 敗 了 他 們 。
1750	伐陳，殺夏徵舒。	討 伐 陳 國 ， 殺 了 夏 徵 舒 。
1751	圍鄭，剋之。	圍 攻 鄭 國 ， 攻 克 了 鄭 國 。
1752	引兵去三十里而避舍，遂許之平，大敗晉師河上，至衡雍而歸。	帶 兵 離 開 三 十 里 而 避 開 房 舍 ， 於 是 答 應 了 他 們 的 平 定 ， 大 敗 晋 軍 於 河 上 ， 到 達 衡 雍 ， 回 到 衡 雍 而 回 。
1753	圍宋，以宋殺楚使也。	包 圍 宋 ， 是 因 爲 宋 殺 了 楚 使 者 。
1754	宋華元出，告以情，遂罷兵焉。	宋 華 元 出 來 ， 告 訴 他 的 情 况 ， 於 是 罷 兵 。
1755	宋襄公茲甫即位，宋地隕星如雨與俱下，六鷁退飛。	宋 襄 公 剛 即 位 ， 宋 地 隕 下 的 隕 星 如 同 雨 一 樣 下 ， 六 退 飛 。
1756	公為鹿上之盟，以求諸侯於楚，楚人許之。	公 作 鹿 上 盟 ， 來 向 楚 國 求 取 諸 侯 ， 楚 國 人 答 應 了 。
1757	秋，諸侯會宋公於盂。	秋 ， 諸 侯 在 盂 會 合 宋 公 。
1758	於是楚執宋公以伐宋。	於 是 楚 國 拘 捕 宋 公 以 討 伐 宋 。
1759	冬，會於亳，以釋宋公。	冬 天 ， 在 亳 州 會 合 ， 以 解 釋 宋 公 。
1760	又楚成王戰於泓，宋師大敗，公傷股，國人皆恐。	又 楚 成 王 在 泓 交 戰 ， 宋 軍 大 敗 ， 公 孫 傷 ， 國 人 都 恐 懼 。
1761	昔蕃屏之盛德者，則劉德字君道。	昔 日 蕃 屏 中 有 盛 德 的 人 ， 就 是 劉 德 道 。
1762	造次儒服，卓爾不群。	從 小 儒 服 儒 服 ， 卓 然 不 群 。
1763	好古文，每就人間求善書，必為好寫與之，留其真本，加以金帛。	喜 好 古 文 ， 每 次 到 人 家 尋 求 善 書 ， 必 定 爲 他 寫 好 ， 留 下 他 的 真 本 ， 加 以 金 帛 。
1764	士有不遠千里而至者，多獻其先祖舊書：《周官》、《尚書》、《禮》、《禮記》、《孟子》、《老子》，獻王好之，采《周官》及諸子之樂事，作《樂記》，獻八佾之舞，使弟子王定傳之二十四。	士 人 有 不 遠 千 里 而 來 的 ， 大 多 獻 上 他 們 的 先 祖 舊 書 ： 《 周 官 》 、 《 尚 書 》 《 禮 記 》 以 及 《 禮 經 》 《 孟 子 》 ， 獻 上 王 子 喜 好 ， 獻 給 周 公 喜 好 這 些 ， 采 集 《 周 禮 》 及 諸 子 的 樂 事 ， 作 《 樂 記 》 ， 進 獻 八 種 舞 蹈 ， 讓 弟 子 王 定 傳 授 二 十 四 篇 。
1765	首表立《毛氏詩》、《左氏春秋》博士。	首 次 上 表 請 求 設 立 《 毛 氏 詩 》 、 《 左 氏 春 秋 》 博 士 。
1766	武帝在位來朝，對辟雍明堂靈靈。	武 帝 在 位 前 來 朝 見 ， 對 辟 雍 明 堂 靈 靈 。
1767	故世謂之三雍對也。	所 以 世 人 稱 之 爲 三 雍 對 。
1768	及詔策所問三十餘事，及著樂語五均事云。	以 及 詔 策 所 問 三 十 多 件 事 ， 以 及 著 樂 語 五 均 事 。
1769	天子取諸侯之士，已立五均，則市無二價，四時常均。	天 子 選 取 諸 侯 之 士 ， 已 經 制 定 五 均 ， 那 麽 市 場 就 没 有 兩 種 價 格 ， 四 季 常 平 均 。
1770	強者不得困弱，富者不得要貧，則五家有餘，恩及於小民矣。	强 者 不 能 困 弱 ， 富 人 不 能 要 求 貧 困 ， 那 麽 五 家 有 餘 ， 恩 惠 及 及 小 民 了 。
1771	王既有雅材，因獻所集雅樂。	王 既 有 才 能 ， 於 是 獻 上 所 編 集 的 雅 樂 。
1772	天子下大樂官常存肄之，歲時以備數。	天 天 子 下 令 大 樂 官 常 常 保 存 演 習 ， 每 年 按 季 節 來 準 備 數 量 。
1773	常山王禹世受河間樂，能說其義。	常 山 王 禹 世 代 學 習 河 間 樂 ， 能 説 它 的 意 旨 。
1774	弟子宋曄上書云：“河間王躬求幽隱，興禮樂，蓋有漢之所以興也。	弟 子 宋 曄 上 書 説 ： 河 間 王 親 自 尋 求 幽 隱 之 士 ， 興 起 禮 樂 ， 大 概 是 有 漢 朝 的 興 起 。
1775	王常謂人曰：‘禹鑿江，通乎九谷，灑分五湖而注東海，民不怨者，利也。吾將行之。’時元俗自言餌巴豆雲母，賣於都市，七丸一錢，治百病。	王 常 常 對 人 説 ： 禹 鑿 通 長 江 ， 通 過 九 谷 ， 疏 通 五 湖 而 注 入 東 海 ， 百 姓 不 怨 恨 ， 這 是 好 處 。 我 將 要 實 行 。 當 時 元 俗 自 稱 吃 巴 豆 雲 母 雲 母 ， 賣 給 都 市 ， 賣 在 都 城 市 上 ， 七 丸 錢 ， 治 療 百 姓 疾 病 。
1776	王病服之，下蛇十餘頭。	王 病 服 了 藥 ， 下 了 蛇 十 多 頭 。
1777	俗言王病乃六世餘殃，非王所招也。	俗 説 王 病 是 六 世 餘 殃 ， 不 是 王 所 招 致 的 。
1778	王嘗放乳鹿，仁心感天，故當遇耳。”俗形無影，獻王欲以女配之，俗遁去。	王 曾 放 出 乳 鹿 ， 仁 心 感 動 天 意 ， 所 以 應 當 遇 到 這 種 情 况 。 俗 俗 形 狀 没 有 影 子 ， 獻 王 想 用 女 兒 配 合 他 ， 習 俗 就 逃 走 了 。
1779	故武帝遣所忠問王，王輒對無影。	所 以 武 帝 派 遣 所 忠 去 詢 問 王 ， 王 王 就 回 答 無 影 。
1780	帝曰：“湯以七十里，文王以百里，其勉之。”王知意，即縱酒聽樂，又為《周制》二十篇。	皇 帝 説 ： 湯 以 七 十 里 爲 界 ， 文 王 以 一 百 里 爲 限 。 王 知 道 了 ， 就 放 酒 聽 樂 ， 又 作 《 周 制 》 二 十 篇 。
1781	劉游好書多才藝，少時嘗與魯穆生白生申公俱受詩於浮丘伯。	劉 劉 游 喜 好 書 法 多 才 能 ， 年 輕 時 曾 與 魯 穆 生 白 生 申 公 都 向 浮 丘 伯 一 起 學 詩 。
1782	丘伯者，孫卿門人也。	丘 伯 ， 是 孫 卿 的 門 人 。
1783	高后時浮丘伯在長安，元王遣子郢客與申公俱卒業。	高 后 時 候 浮 丘 伯 在 長 安 ， 元 王 派 兒 子 郢 客 與 申 公 一 起 去 學 習 。
1784	文帝時聞申公為《詩》最精，以為博士。	文 帝 時 聽 説 申 公 作 《 詩 經 》 最 精 深 ， 任 他 爲 博 士 。
1785	元王好《詩》，諸子皆讀《詩》。	元 元 王 喜 好 《 詩 經 》 ， 諸 子 都 讀 《 詩 》 。
1786	申公始為《詩傳》，號“魯詩”，元王亦次《詩傳》，號曰“元王詩”。	申 公 開 始 作 《 詩 傳 》 ， 號 稱 魯 詩 ， 元 王 也 依 次 次 序 《 詩 經 》 ， 稱 爲 元 王 詩 。
1787	劉蒼好經史，博學多識，恭肅畏敬。	劉 劉 蒼 喜 好 經 史 ， 博 學 多 識 ， 恭 敬 敬 畏 。
1788	明帝重其器能，特愛異之。	明 明 帝 器 重 他 的 器 能 ， 特 别 喜 愛 他 。
1789	入為相，薦郇恁、桓榮等。	召 入 任 相 ， 推 薦 恁 、 桓 榮 等 人 。
1790	其後蒼數上疏，陳藩職至重，不宜久留京師。	後 來 曹 蒼 多 次 上 疏 ， 陳 述 藩 王 職 位 最 重 要 ， 不 宜 長 期 留 在 京 城 。
1791	蒼為人體貌長大，美鬚髯，腰八尺二寸，故帝言副是腰腹也。	張 蒼 爲 人 體 貌 魁 梧 ， 鬍 鬚 鬍 鬚 ， 腰 圍 八 尺 二 寸 ， 所 以 皇 帝 説 副 是 腰 腹 。
1792	帝以所自作《光武本紀》示蒼，蒼因上世祖《受命中興頌》，咸言類相如、揚雄，前世史岑也。	皇 帝 把 自 己 所 作 的 《 光 武 本 紀 》 交 給 曹 蒼 ， 曹 蒼 因 而 上 奏 上 世 祖 《 受 命 中 興 頌 》 ， 都 説 類 似 相 如 相 如 、 揚 雄 ， 是 前 代 史 官 史 岑 。
1793	章帝時王入朝，以王觸寒涉道，使中謁者逢迎，賜王乘輿貂襲。	章 帝 時 王 入 朝 ， 因 爲 皇 帝 觸 犯 寒 冷 ， 派 中 謁 者 迎 接 ， 賜 給 王 乘 的 貂 帽 。
1794	劉輔性矜嚴，有盛名，深沈好經書，善說《京氏易》。	劉 劉 性 格 矜 嚴 嚴 厲 ， 有 盛 名 ， 深 沉 喜 好 經 書 ， 善 於 講 解 《 京 氏 易 》 。
1795	論集經傳及圖讖文，作《五經通論》，儒者得以明事，世號之曰“沛王通論”。	論 述 經 傳 以 及 圖 文 字 的 文 字 ， 作 《 五 經 通 論 》 ， 儒 者 得 以 明 白 其 事 ， 世 人 稱 他 爲 沛 王 通 論 。
1796	明帝甚敬重之，賞賜恩寵加異，數訪問以事。	明 明 帝 很 敬 重 他 ， 賞 賜 賞 賜 更 加 優 異 ， 多 次 向 他 詢 問 事 情 。
1797	京師少雨，上御雲臺，召尚席取卦具自卦，以《周易卦林》占之，其繇曰：“愷封穴戶，大雨將集。”明日大雨，上即以詔書問輔，輔對深被知遇，詔報曰：“善哉，王次序之也。	京 城 少 雨 ， 皇 上 到 雲 臺 ， 召 尚 席 取 卦 ， 用 《 周 易 卦 林 》 占 卜 ， 他 的 占 卜 説 ： 劉 愷 封 洞 户 ， 大 雨 將 要 集 中 。 第 二 天 下 大 雨 ， 太 祖 立 刻 詢 問 馮 輔 ， 馮 輔 回 答 很 受 知 遇 ， 詔 書 答 覆 説 ：
1798	月為一卦，以當游戲，稱為聖王。”	月 爲 一 卦 ， 用 來 作 爲 游 戲 ， 稱 爲 聖 王 。
1799	劉羨少好學，博通經傳，有威嚴，與諸儒講論於白虎殿。	劉 劉 年 少 時 好 學 ， 博 通 經 傳 ， 有 威 嚴 的 威 嚴 ， 與 諸 儒 在 白 虎 殿 講 論 。
1800	帝以廣平在北，多有邊費，乃徙羨為西平王。	皇 帝 因 廣 平 在 北 方 ， 多 有 邊 境 費 用 ， 於 是 遷 徙 王 羨 爲 西 平 王 。
1801	又徙封陳王。	又 改 封 陳 王 。
1802	劉睦少好學，博通書傳。	劉 睦 從 小 好 學 ， 博 通 書 傳 。
1803	光武愛之，數被延納。	光 武 喜 愛 他 ， 多 次 被 他 接 納 。
1804	顯宗在東宮，尤見幸。	顯 宗 在 東 宫 時 ， 尤 其 受 寵 。
1805	入則諷誦，出則執轡。	入 朝 就 諷 誦 ， 出 則 執 。
1806	中興初，禁網尚闊，而睦性謙恭好士，千里交結，自大儒宿德莫不造門，由是聲價益廣。	中 興 初 年 ， 禁 網 尚 且 寬 闊 ， 而 睦 睦 性 情 謙 恭 好 士 ， 千 里 交 往 ， 自 從 大 儒 宿 德 之 士 没 有 不 到 他 門 下 ， 因 此 聲 價 更 加 廣 大 。
1807	永平中法憲頗峻，睦乃謝絕賓客，放心音樂。	永 永 平 年 間 法 律 很 嚴 厲 ， 睦 便 拒 絶 賓 客 ， 放 心 音 樂 。
1808	歲遣大夫奉璧朝賀，召而問曰：“朝廷設問寡人，大夫將何辭以對？”使者曰：“大王忠孝仁慈，敬賢樂士。”睦曰：“吁！子危我也。	每 年 派 遣 大 夫 捧 着 玉 璧 朝 賀 ， 召 見 問 道 ： 朝 廷 設 問 寡 人 ， 大 夫 將 怎 麽 回 答? 使 者 説 ： 大 王 忠 孝 仁 慈 ， 敬 愛 賢 士 。 睦 説 : 子 危 我 。
