id	source	translation
1624	獄決罪定，臨當論刑，君愀然不樂見於顏，臣又知之。	As a result, the punishment he had carried out was quite wrong, and he had no further investigation whether he had been guilty of some crime. He was sentenced to convict sentence in prison, with no further discussion of whether he was innocent, and all questions were put to him, but he was not put to death.
1625	君豈私於臣哉！天生君子，其道固然。	If I am to receive the Son of Heaven, how can I remain loyal to my own master? If I leave my master and return to my home country, that is no way to maintain my honour.
1626	此臣之所以待君子。”孔子聞之曰：“善哉為吏，其用法一也。”	I have heard it said that when a son is young, when he is given office, no one can match his conduct.
1627	歸義隱蕃為豪傑所善，潘承明子翥與之善。	Chen Fan, younger brother of Lü Bu, had been a close friend of Chen Fan, and he treated him as an elder brother. He treated him with respect and trusted him, and so he was able to maintain his position as a marquis.
1628	承明問曰：“何故與輕薄通，使人心震面熱？廣陵陽竺，幼而有聲，陸遜謂之必敗，令其兄子穆與其別族。	Cao Jie sent a man to ask help from him, and the man told him what was wrong with the imperial house. He arranged for the men of the harem to take charge of the convoys, and promised that they would help the emperor return to his native place.
1629	季豐年十五，賓客填門，乃曰神童，而遂無周身之防，果見誅夷。	Liang Ji was known for his fine scholarship, and he always attended the gates of the tomb. He kept the gates to the household when he was in the city, but he did not show himself to clients or clients, and when they came to him he would simply look at the ground.
1630	相國掾魏諷有盛名，同郡任覽與諷善，鄭袞謂：“諷姦雄，心以禍終，子宜絕之。”諷果敗焉。	Liu Yan of Dai commandery, a man from the same commandery as Zhang Jian, had been a follower of the Three Dynasties. He was fond of arranging things for the state to support the emperor, and so he was able to arrange for things to go according to the expectations of the time. He arranged for students to study in the north, so that they could study and learn about the classics, and that they would be prepared for the future.
1631	王仲回加子以檟楚，朱公叔寄言以絕交，此有深意，最宜思之。	Zhong Zhong, a son of Liu Zong, was a man from the same clan as Zhou Yu, and Zhou Yu's words and style were comparable to that of Zhou Yu. Zhou Yu had likened Zhou Yu to the Duke of Zhou, but Zhou Yu was quite different from him. He praised Zhou Yu as a brilliant man.
1632	初出閤在西省，蒙敕旨賚五經正副本。	Zhao Wen came out from his tent to welcome him, and he treated him as if he had come from the west.
1633	為瑯琊郡時，蒙敕給書，并私有繕寫。	At this time, in the commandery [of the] commandery], the letter was in the hand of the Master of Writing [in the capital], and letters were sent to the men of the border to plead their case and to offer a reward.
1634	為東州時，寫得《史》、《漢》、《三國志》、《晉書》，又寫劉選部孺家謝通直彥遠家書，又遣人至吳興郡，就夏侯亹寫得書，又寫得虞太中闡家書。	"The Imperial Clerk of the Imperial University of Han, Yang Bing, of Hanzhong, wrote to the Imperial Secretariat to say that, ""The people of Han and the Three Adjuncts have been neglected by the imperial court, and they have also received no favours from imperial officials, while the local officials have received imperial favours, and even the heads of commanderies and counties who have taken part in the rebellion. They have sent in memorials to ask that they be sent to take refuge in the capital. They also claim that they intend to return to their home country. They intend to write to the court for appointment as administrators of provinces, and that they should be given posthumous titles as administrators or administrators of those commanderies. They are also claiming that they have been unjustly dealt with by imperial authorities, that they hope to receive imperial imperial orders from the imperial govern ment, and the men of their local administrations"
1635	為丹陽時，啟請先宮書，又就新渝上黃新吳，寫格五戲得少許。	At this time, in Luoyang, the Gentleman of the Palace Dong Zhuo of Dong commandery had been called to the palace by the emperor. He sent in a letter to say that he was going to marry the Princess of Chenliu, and that he intended to bring her to live with him. He also sent the Attendant of the Imperial Secretariat Gongsun Zhi to take account of his good work, and he promised to treat him with the same courtesy as the men of the harem.
1636	為揚州時，就吳中諸士大夫寫得《起居注》，又得徐簡肅勉《起居注》。	Yuan Shao was at this time in Kuaiji, and when he came to the capital he was afraid the localofficers would receive him as a guest, so he secretly sent in a letter to say that he was thinking of withdrawing his troops to the south of the Yangzi, and that he would leave his family and dependents to keep the family in order.
1637	前在荊州時，晉安王子時鎮雍州，啟請書寫，比應入蜀，又寫得書，又遣州民宗孟堅下都市得書。	"At this time, when Zhang Yong was at Bing province [in Yong province], his nephew the Governor of Yi province was at the capital. He was at that time in Yong province, and the provincial and commandery offices were at Yong province. He sent a letter to the court to say that, ""Jing province is in danger, and that province is under threat from the imperial kidnappers. I am afraid that the provinces and commanderies will be taken away and the people will be forced to migrate to the western provinces. I would like to arrange that your imperial seal and ribbon be given to your imperial son, so that he may receive the honourable title of a marquis."""
1638	又得鮑中記泉上書，安成煬王於湘州薨，又遣人就寫得書。	Huangfu Gui, a former officer of Liu Bei, had been a friend of the Master of Writing Zhang Cheng, and the two men sent letters to Li Jue to plead for the arrest of Liu Kui, a man from Chenliu. He also wrote to the provincial and commandery officials to say that they should send letters to the men of Jing province, urging them to write a letter of condolence.
1639	劉大南郡之遴，小南郡之亨，江夏樂法才別駕，庾喬宗仲回主簿，庾格僧正法持絓經書，是其家者皆寫得。	The Wuhuan of Nan commandery, Zuo Guan of Nanyang, took charge of affairs of government. They set up schools for the poor and the poor, they went to the court-house, and they prepared candidates for office. All the officials and people came to him.
1640	又得招提琰法師眾義疏，及眾經序。	Huangfu Gui, however, was in close attendance at the capital [at Luoyang], and he encouraged the rebels to join him in the rebellion. He encouraged and encouraged them to join the bandit bandit gang, and so they got into the clutches of the rebels.
1641	又得頭陀寺曇智法師陰陽、卜祝、塚宅等書。	At this time, the Master of Writing Yang Feng and his fellows were in close communication with the [new]] Masters of Writing Zhong Yao and others. They wrote to [their masters] Pang De and Yang Zi on the matter.
1642	又得州民朱澹遠送異書。	Huang Yu, a provincial and commandery head of Qing province, also sent a letter to the court that the letter should be sent to the provinces.
1643	又於長沙寺經藏，就京公寫得四部。	From the time of Chang'an Emperor Chang of Changsha came to office, and all the officials and people of the commanderies and counties followed him.
1644	又於江州江革家，得元嘉前後書五帙。	and provincial and commandery offices were transferred to Jing province.He also transferred his credentials and credentials to the Master of Writing. So he was entitled to write for the first time in his life.
1645	又就姚凱處得三帙。	He also claimed that he had been ordered to camp at Yuzhong.
1646	又就江錄處得四帙，足為一部。	He also divided divisions into three divisions, and each has one group of followers.
1647	合二十帙，一百一十五卷，並是元嘉書，紙墨極精奇。	and twelfth month, in the eleventh month, there was a famine for just one month: in the tenth month there was an orphaned orphan boy, who was given a seal and a ribbon of office, and he was known as a marquis.
1648	又聚得元嘉後漢并《史記》、《續漢春秋》、《周官》、《尚書》及諸子集等可一千餘卷。	Though Han Sui and Huo Guang of Hanzhong are scholars of Han and Han, the people of the Han and the Han people will certainly be ashamed to accept such a person as the Master of Writing Zhang Jian. They will certainly reject the teachings of Confucian scholars.
1649	又聚得細書《周易》、《尚書》、《周官》、《儀禮》、《禮記》、《毛詩》、《春秋》各一部。	"The Master of Writing Zhou Yu of Shibai was Director of Writing of the Secretariat, and Cui Yan of Shariat, the Masters of Writing Cai Yan of Zhou and Xia Yan of Shibao each said, ""Merit is the first great in all men's creations. Each of them is unique in his unique achievement."
1650	又使孔昂寫得《前漢》、《後漢》、《史記》、《三國志》、《晉陽秋》、《莊子》、《老子》、《肘後方》、《離騷》等，合六百三十四卷，悉在一巾箱中，書極精細。	He Jin received Han Xian of Hanzhong as an orphan, and Han Sui of Hanyang and Han Xun of Yingchuan were each given charge of the inheritance of Han and Han, while He Xian and Yang Bing of Chang'an were appointed as Inspectors of the Three Adjuncts. Each of them was appointed as Inspector of Han or a Palace Attendant. By this means means means they could control the affairs of the empire, and the people would be kept at their ease.
1651	還石城為戍軍時，寫得《元儒眾家義疏》。	He returned to his city, and all the army was relieved of fear and fear.Cao Hong was appointed Custan of Yan province, and his family was saved.
1652	為江州時，又寫蕭諮議賁、劉中紀緩、周錄事宏直等書。	At this time the provincial and commandery offices were in rebellion. Liu Yan and the Director of Retainers Liu Zhi sent in a memorial explaining the wrongs done by Cao Cao and his fellows.
1653	時羅鄉侯蕭說於安成失守，又遣王諮議僧辨取得說書。	At this time the Marquis of Shouxiang, Zhang Huan, was at the capital district, and the Consultant Wang Fu, with the General of the Household Who Maintains the Caitiffs at the Gate, sent a message to the emperor asking to let him pass through to the Western Garden. The emperor immediately accepted.
1654	又值吳平光侯廣州下，遣何集曹沔寫得書。	Recognising that Hou Lan had been a close friend of the Xianlian ruler [of You province]. He sent messengers to plead with him, and they received letters of apology.
1655	又值衡山侯雍州下，又寫得書。	"""In former years, the provincial and commandery offices were under pressure from Yuan Shang, and the local officials were reluctant to submit to him."
1656	又蘭左衛欽從南鄭還，又寫得蘭書。	At this time the Minister of Ceremonies Zheng Li of Nanyang, and the Registrar of Henan, Xue Xuan, left his post to return to his native country. He left the guest-house with the Master of Writing Zheng Jin to hold the remainder of the tour of encouragement.
1657	往往未渡江時書，或是此間製作，甚新奇。	Lu Su was formerly a few dozen of his army under his command, but he now shifted his camp to the north of the Yellow River. He sent a letter to the court saying that he was repent of his misfortunes, and he wrote a very short letter to plead for his pardon.
1658	張湘州纘經餉書，如樊光注《爾雅》之例是也。	"Zhang Jun of Jiujiang, a former officer of Zhang Jun, sent in a letter of protest: ""I have heard that the people of Jing province have been oppressed and oppressed, and that is why Fan Chou of Henan has been banished to exile as a fugitive."
1659	張豫章綰經餉書，如《高僧傳》之例是也。	When Zhang Zhang wrote to Zhang Zhang, Zhang Zhang sent in a letter of counter--claims, saying that Zhang Jue was a follower of the Shun Emperor, and that there was no evidence that he had written a book of criticism.
1660	范鄱陽胥經餉書，如高誘注《戰國策》之例是也。	Yang Bing of Nanyang sent a letter to Cai Yong that he should be recalled to his native county, but Cui Yan of Henan thought unworthy of his position.
1661	隱士王縝之經餉書，如《童子傳》之例是也。	The king of King Zhou of Chenliu wrote in his own hand to say that: 'If one of the Masters of Writing speaks against another, one may be held as the son of the ruler.
1662	又就東林寺智表法師寫得書法書，初得韋護軍叡餉數卷，次又殷貞子鈞餉，爾後又遣范普市得法書，又使潘菩提市得法書，並是二王書也。	"Cai Yong, a junior officer of the commandery, sent in a memorial saying, ""I have received the seal and ribbon of the Master of Writing, and I have also received a seal of the imperial seal. I have received letters as far as the Western Garden, and letters have been sent to me. I am not a member of the Imperial Secretariat."
1663	郡五官虞皭大有古跡，可五百許卷，並留之伏事客房。	Liang Ji of Yu, a former officer of the Three Excellencies, had five favours since the time that he was appointed a Junior Clerk. He asked the magistrate to give him five thousand cash, and he asked once more about five or seven thousand cash.
1664	篆又有三百許卷，並留之，因爾遂蓄諸跡。	He also made plans to take over all the three regiments, and that would be a moment of crisis for the emperor.
1665	又就會稽宏普惠皎道人搜聚之。	About this time, Sun Jian had also been killed by a stray arrow, and a great number of his relatives and dependants also died from the same poison. His wife and children also died of syphilis.
1666	及臨汝靈侯益州還，遂巨有所辦。	When the Marquis of Yang province died, he was left to the inheritance of his wife.
1667	後又有樂彥春劉之遴等書，將五千卷。	Later, when Liu Biao and the others were appointed as generals of the auxiliaries of the Three Excellencies, they were also sent with five thousand men to support Liu You.
1668	又得南平嗣王書，又得張雍州書，又得桂陽藩王書，又得留之遠書。	The Master of Writing Lu Kang of Chenliu, a junior officer of Liu Zhang, sent a letter to the court to say that he was concerned that the provincial and commandery officials were shifting their offices and were seeking to escape.
1669	吾今年四十六歲，自聚書來四十年，得書八萬卷，河間之侔漢室，頗謂過之矣。	Now I am forty years old, and I have been aged forty years for forty years. At the age of forty-two years, I have served forty years in the military service for twenty years, including forty years of military service in Bing and Bing, and at the end of my career there has been no official appointment or appointment. In my recent years, in the administration of the post- forty years, there have been no no-one in the province.
1670	周公攝政，管叔欲為亂。	Lord Gonggong, a descendant of the Excellency of Works, had been called to the throne for a time since the time of theShangshu period, and he wanted to reorganize the government as a means to control the barbarians.
1671	因是流言於國曰：“公將不利孺子。”奄君聞之，說祿父舉兵。	"As a result, Cao Cao discussed the matter with the leaders of the Wuhuan, saying, ""You have heard that the fathers of the Xiongnu did not follow the commands of the Duke of Shao [Yingchuan]. You have heard of your fathers' fathers and sons, and you should follow their example."
1672	祿父及三監遂貳于公。	The Three Excellencies and the Three Exemplars [in the three excellencies], and the Lady of the Three Adjuncts, who had been appointed by Huangfu Sheng, were not permitted to serve them.
1673	公謂召公曰：“我攝政者，恐天下叛周也。	"Lord Cao said to the emperor, ""Lord Cao is the man torule the empire and theemperor will never turn away from the cause of justice. Heaven will judge theempire and the people will be at peace."""
1674	無以告我先王。”乃奉成王命，東征剋殷，殺祿父，踐奄，誅其君，戮管叔，殺蔡叔，降霍叔為庶人。	By this time Wang Cheng had already established a reputation by his extravagant conduct, and Wang Wang, however, had already gained a name for himself. Dong Cheng and Wang Cheng were afraid of him, so they killed their grandfather and father and their younger brother, as a result, and they sought to kill the emperor for the sake of honour. They killed the emperor and the other heads of their families, and in the end they were all executed.
1675	王既惑流言，意愈不悅。	Liu Wang, however, refused to submit to him, and so the Qiang did not escape.
1676	時雷電且風，禾黍盡偃，大木皆拔。	At this time there was a flood of the upper reaches of the Han, and there was smoke and fire in every direction.There was a great wind and strong wind, and arrows and arrows were sent out to hit the upper and lower houses.
1677	王懼，與大夫啟金縢書。	On the day bingxu [8 Nov] the emperor was summoned to the Palace of Perpetual Joy, and the Imperial Counsellor Remonstrant Cai Yong was sent to take his place.
1678	王執書泣曰：“公勤勞王家，予不知，今天動威，彰公之德。”王遂夜迎公。	"The King of Chenliu, King of the Yellow River, wrote to King Cao to say, ""Your Excellency cannot match the Duke of Shao, and you have never received the grace of a ruler. You cannot match him. Now, however, you have brought your excellencies to the throne. This is the work of the Three Excellencies. You have brought the empire into disorder."
1679	天乃雨反風，禾盡起。	Then he took up a sword and set fire to the whole empire, and he gave orders to all the provinces and commanderies.
1680	公定鼎郟鄏。	Dong Zhuo's bandit and bandit- bandit bandit Huang Zhuo is proud and proud.
1681	越裳氏以三象重九譯，獻白雉，肅慎又來入貢，獻白雉。	He sent in a list of those who had harmed the emperor, and the emperor sent messengers to say that they should leave their ships and baggage.
1682	旦讀書一百篇，夕則見士七十人也。	"The whole of the court accepted the letter, and a hundred men came out to welcome him. He laughed and said, ""If only a man like me could have been chosen to govern a hundred years, then his power would match that of the men of the past."
1683	鸞鳳至，蓂莢生。	When the barbarians came to take refuge, Duan Jiong said that they were oppressed and oppressed.
1684	公以天下既定，宜有事于河洛，示神祗之變，定人神之徵。	"""Since the time of the Restoration of the Duke of Zhou, it has been quite enough to place a ruler in the hands of another, and that is the medium ground between the great mountains and the sea."
1685	往從之，沈壁于河，有光滿河，青龍銜元甲圖而出。	Hefei, however, was extremely angry. He arranged that the Steward of the Imperial Secretariat Guo Yuan of Henan, who was a close friend of the Xiongnu, should go to Huaili and take up a position in the palace. He took a sword and held a sword at the throat, and he prepared a sword to cut off his head.
1686	元龜甲有赤字，公寫之。	Guo Yuan was an old friend of the excellencies and ministers, and he treated him with utmost courtesy.
1687	書成，其赤字隨滅，龜於是墮甲而去。	On the day guisi [16 Feb] there was a great assembly at the Gate of Continuing Joy. He broke off his seal and shaved his beard.
1688	景星見，醴泉吐，麒麟出，朱草生。	Zang Hong went out to hunt for piggy-tail, but he was caught by a mutineer and was brought back to the palace. He was then sentenced to solitary exile, and his family and dependents were exiled to the Yan province.
1689	王以公有勳勞於下下。	From King Cao of WEI to the excellencies and ministers, all respected and respected by the people.
1690	九十九薨。	In the winter, more than ten hundred years had come to his appointment as Administrator of Shu commandery, and he was re-appointed as a
1691	召公奭與周同姓姬氏。	Lord Gong of Gonglu, father of the Excellency of Works [of the Xiongnu] Xun Gong,and the former ruler of Shang county, Xun Yu, both praised and praised the man.
1692	周武王之滅紂，封召公於燕。	King Wu of Wu was King of Wu, and was enfeoffed as Marquis of Chang'an. He was raised in fief to be Duke of Hejian, and his achievements were celebrated for his good work.
1693	其在成王時，召公為三公。	At this time King Liu was King of WEI, and his three excellencies had been styled Duke of the Three Excellencies, but none of them had held office.
1694	自陝以西，召公主之。	Since the Restoration [of Emperor Gao], the Duke of WEI had kept himself at a distance.
1695	自陝以東，周公主之。	Since the Duke of Hedong came from the east, Gonglu [Zhang Chao] hasbecame ruler of the Eastern Regions.
1696	成王既幼，周公攝政，當國祚，召公疑之。	When Wang Cheng was still in the kingdom, Liu Chang criticised him for his lack of loyalty and honour, and the emperor admired him and admired him.
1697	作君奭，君奭不說周公。	If you exercise your virtue and treat you with the utmost respect, then your Excellency does not judge your conduct. You do not judge you well.
1698	周公稱湯時有伊尹，假于皇天，在太戊時，則有若伊陟臣扈，假于上帝，巫咸治王家，祖乙時有巫賢，武丁時有甘磐保乂于殷也。	At this time Lord Cao of Chenliu was a man of mean spirit, with an air of authority: he held the Staff of Authority and held the authority of a ruler. He held office as a Minister Coachman, and he held office in the Mandate of Perpetual Joy. He was generous and generous, and when he was at the capital he cared for the people and cared for them. He sent in memorials to admonish the emperor and admonish him for his neglect of the law, but he also sent in a letter that he was ashamed to bear arms against the imperial house.He was arrogant and arrogant, arrogant, with a spirit of authority, and was a ruler of authority which was worthy of an empress. When he was in the empire he held a great salary and held a salary of five thousand shu.He held office for four years, and his ministers were respectful and respectful, and all the
1699	於是召公乃說之。	As a result, the excellencies and ministers turned to Liu Biao for advice.
1700	召公治西方，甚得兆民和。	At this time the Excellency over the Masses Duan Jiong held office, and the people of that commandery thought that he was preserving the spirit of the past.
1701	召公巡行鄉邑，有棠樹，決獄政事於其下。	At this time the excellencies and other officials were in search of a new administration, and the people held hope in the government and would shift their government.
1702	自侯伯庶人，各得其所，無失職者。	Zhou Yu, Marquis of Bohai, was one of the first to recognise his worth, and he made no further effort to gain some recognition.
1703	齊桓公小白，雍林人。	The Duke of WEI had Duke Huan sent in a memorial on the matter, saying that Duan Jiong of Qiuzhong had been dismissed from office, and that the people of that commandery should be punished.
1704	襲殺齊君無知，桓公之立，發兵攻魯，心欲殺管仲，鮑叔諫。	Yang Qiu killed the Duke of Wei and killed him. He intended to kill Gongsun Du, but when he heard that he had already killed Zhuge Liang, he planned to kill him and turn against him. Suppose he had no-one to oppose him, however, then he would change sides with Lord Cao.
1705	桓公從之，乃佯為召管仲欲甘心實用之。	Then Duke Huan of Wucheng followed this advice, and he appointed the Worthy Counsellor Huan Huan as his successor. He appointed him a worthy man, but he hated him and wanted to give him a good name.
1706	管仲知之，故往見桓公。	The Duke of WEI had admired him since he was a child, and he sent him to Gongan.
1707	桓公序禮，以為大夫任政。	Lord Yuan of WEI was the excellency over the Masses, and the government of the Three Excellencies was responsible for government.
1708	桓公既得管仲，鮑叔隰朋高徯修政齊國，連五家之兵伐魯。	In the past, when Duke Huan of Zhongshan was Duke of the Wuhuan [in the time of Emperor Huan] he brought his troops to occupy the lands of the Xiongnu, and in the period of Emperor Gao [of Qi], he raised troops for the government of the imperial clan.He raised troops to attack Yuan Shao,and in the end he restored the imperial house to the imperial temple.
1709	魯莊公請獻遂邑，以平諸侯。	Liu Bei went to Gongan to ask forgiveness for Duke Cao of Zhou, asking for forgiveness for his former service to the emperor. Marquisis of Jing province, Marquis of Pingyang, was made marquis of a county.
1710	會桓公於甄，而桓公始霸焉。	About this time Duke Huan of WEI came to power, and the people of the commanderies and shisun rebelled.
1711	山戎伐燕，告急於齊。	Zhong Yao was angry and quarrelled, and he raised troops again.
1712	桓公救燕，遂伐山戎，至孤竹而還。	Tian Gongzong [Zhongshan] went to help the Protector of the South, but the Shanyue went back to their homeland and they had to go back to the south. They were defeated and came back. When they returned, however, they went back and made a return journey.
1713	衛文公有狄亂，告急於齊，率諸侯城楚丘，而立衛君。	"""In former times, Duke Cao of Zhou of Zhou had been marquis of a fief in Shu, and he had been enfeoffed as Marquis of Shanyang. He was loyal and upright, and loyal to the throne. His reputation were known throughout the empire, but he had never been able to gain the head of the clan."
1714	伐蔡，蔡潰，遂伐楚，楚盟而去。	Before this, Yang Zhi had been exiled to the north of the Yangzi, where there was an amnesty.Though he was then known as a great-dowager, he was proud and feisty.
1715	狄伐陳，夏會諸侯於葵丘。	Zhang Yang was a former officer of the Xiongnu. He had been a bandit in Xiahouqiu.
1716	周襄王賜桓公文武胙，彤弓大輅。	In the time of King Zhou of WEI, King Wen of Wenwu was King of the Worthy King of Zhou, and the court officials were pleased with his great achievements.
1717	是歲秦繆入晉公子夷吾，桓公於是討晉亂，至高梁，使隰朋立晉君而還。	In this year the Wuhuan [Zuo Yu] Duke of Hejian rebelled and went back to the barbarians of Shangdang. Liu Yu was sent back to his home country, and Ma Teng and the others returned to their former station.
1718	是時周室衰微，獨齊為中國令諸侯城成周也。	At this time the Marquis of Liang was in decline, and the feudal lords had not yet made peace with the state.
1719	晉文公重耳生而胼脅，年十七，賢士五人，曰趙衰、狐偃、咎犯、賈佗、先軫。	"""In the Duke of Han [of Jin] is a fine scholar, with fine sense of honour. He is proud and proud, and he is proud of hispast achievements. It is right to say that he should be honoured with a separatetitle, and that heshould be allowed to maintain thefeoffments of his father and grandfather."
1720	晉惠公卒，重耳得入。	Gonglu [Yuan Gong] is a fine scholar. He is proud and proud.
1721	是為文公，晉人多附焉。	In former times, Wen Wen of WEI had been admired for his cleverness, but he laterbecame resentful and resentful.
1722	周襄王以弟難出居鄭，告急，晉乃發兵，至陽樊圍溫。	The King of Zhou, however, was afraid that Zhang Miao would change his mind and would go back to the old capital. He sent his younger brother Zhang Zhao to go to Xiangyang and persuade him to shift his base to Yangchuan. Then they went straight to Liyang, and they caught up with Guan Yu and the others in the street.
1723	入襄王於周。	The King of WEI put the subject to the King of Zhou into his hands,
1724	周王賜晉河內陽樊，命晉侯為伯。	Yang Ci of Zhongshan, an Attendant Gentleman of the Imperial Shanyang, was an old friend of Liu Yan. He was appointed a marquis of Yangchuan.
1725	秦繆公任好即位，晉獻公滅虞虢，虜虞君。	"""The excellencies and ministers have held positions in the past, and you have only just destroyed the evil-doers of Liu Yu. You have now established the authority of the Duke of Zhou and Liu Yu,and you will surely be able to deal with anything you wish."""
1726	秋，公自將伐晉，戰於河西。	Before this, Duke Cao of WEI had taken the offensive against the west of the Yellow River.
1727	晉驪姬作亂，夷吾使人謂秦求入晉公，許使百里奚，將兵送夷吾。	"Li Jue had the Intendant of Danyang, Pang Ji of Youbei, sent a messenger to say to him, ""If you wish to appoint a man who is competent and able to lead the nation, send me a man to bring him to the capital. If you want the loyals of the people, I shall arrange for you to have the Minister of the Household Who Displays Firmness [for the eunuchs]."
1728	夷吾謂曰：“若得立，請割晉之河西八城予秦。”及至已立而不予。	"Cao Cao said to his Attendant Officer Shen Pei, ""The Yellow River has not yet flowed, and the walls of the city are too weak to hold them. The enemy have no chance to capture it, and they will certainly be unable to hold it."
1729	旱，請粟於秦，繆公與之。	Before this, when Liu Bei was a young man he had beaten Gongsun Zan to death, and Gongsun Du was ashamed and ashamed. Gonglu [Liu Bei] was embarrassed,
1730	秦饑，請粟於晉，晉因饑伐秦，使丕豹往擊之，與晉惠公夷吾合戰於韓地。	"""The imperial counsellor Zhang Rong had no quarrel with Liu Bei. He asked him about affairs of state, but Pang Xi refused and sent him back to fight. He was defeated and fled, and he went back to Jiaozhi with a few dozen horsemen to fight there. Guo Yuan fought him and was defeated. He took the head of Chu Chu."
1731	晉君棄其軍，與秦爭利。	If you pay attention to military affairs, then your army will be destroyed.
1732	還而馬縶，穆公追之不得，反為晉軍所圍。	When Ma Midi returned, however, he still held the siege of Guandu and did not get up. He was forced to retreat, and his army was defeated and there was no way to get back. So he gave up the siege and sent his troops back.
1733	岐山下食善馬者三百人，馳冒解圍，遂脫穆公。	"""At first, there was a great tax on every household, but since there were fewer than a hundred people there has been no-one to collect the taxes."
1734	反生得晉公，獻其河西地，發兵襲鄭。	The Lord of the West Duan Jiong realised that he would not be able to gain the west of the Yangzi, so he shifted his position to the north of the Yellow River.
1735	賈人弦高持十二牛賣之，因見秦兵，獻其牛曰：“聞大國將誅鄭，鄭君謹修守備，令臣以牛勞軍士。”秦三將軍相謂曰：“將襲鄭，鄭人已覺之，往無及已。”滅滑，晉之邊邑。	"As he was about to leave, Sun Ce heard about it. When he arrived at Chang'an, however, he was prepared to welcome him with a welcome welcome, but the two men saw Cao Cao and said to him, ""I have heard it said that the leaders of war are always prepared to give their lives for the cause, and that when they have met, they seldom use their strength to suit their own interests. Cao Cao is afraid he will find fault with you, and will change his mind. You will find that you will not be able to keep you control of the troops, and you will be in danger of serious trouble yourself yourself. You should be prepared for any situation when you do not have the authority to maintain your authority, and he will be pleased to see you with a strong escort. You have set up a guard at the gate of thecommandery, and I have heard that you are concerned that when you"
1736	當是時晉文公喪尚未葬，太子襄公怒，縗絰發兵，遮秦兵於殽，大破之，虜三將。	At this time the Duke of Zhou had only just graduated from his studies, and there were still more than two hundred of the excellencies and ministers who had been appointed by the emperor. The emperor himself had only recently returned from his exile, and his troops were in disarray, and he was considering how they might be pacified. His troops were exhausted and he had no choice but to withdraw.
1737	晉文公夫人，穆公女也，曰：“繆公怨此三人於骨髓，心願歸之，我君得此快意烹之。”晉君許三將歸。	"The Lady Wen of WEI was one of the three excellencies of the Three Excellencies who had held office in the past. She had admired the Duke of Excellency and admired his conduct, and she said to Liu Bei, however, ""You have chosen a worthy man for your position, and you have chosen the right man. You should be pleased and pleased, and at the same time you will have nothing to worry about. How can you expect to behave like this?"""
1738	歸至，繆公素服郊迎。	Before this, the excellencies and senior officials all came to Gongan.
1739	哭曰：“孤不用百里奚、蹇叔之言，以辱三子，三子何罪乎？”復官秩，益厚之。	"""I have not heard anything about the Tao of Zhou, nor the Taoqiu [Yuan Shao's father] or the Three Relationships. How can you speak of the three excellencies as a means to express your anger? I have heard it said that the wives of rulers who have failed to receive the imperial title, and those who have not received the rewards of office, should be punished for their failure."
1740	使孟明等伐晉，取王官及鄗，以報殽之役。	Zhang Rang and the others sent messengers to ask pardon for the crimes of Hou Lan and his fellows. The emperor approved, and the Dowager treated them with the utmost respect.
1741	秦用由餘謀伐戎王，益國十二，開地千里也。	The leaders of the Wuhuan have been concerned about the possibility that Zhang Ji may become a problem.
1742	楚莊王即位，不出號令，日夜為樂。	The King of Chenliu, Wang Fu of Zhongshan, had always been a strict and strict man, and he would not allow him to enter the palace. When he was about to leave, however, he stopped him at the gate of the palace and ordered him to stay in the night.
1743	有諫者死。	The men who died were dead or died, and there was famine everywhere.
1744	伍舉入諫不從。	Xu Rong and Han Sui would not follow this advice. He went to stay in the palace and refused to attend to Yuan Shao.
1745	居數月益甚，蘇從乃入諫。	In the third month, however, several groups of the Wuhuan came to Moqiu, and he made another attempt to enter the territory of Wudu.
1746	於是乃罷淫樂聽政，任伍舉蘇從以政。	So Tao Qian took note of this, and he sent in a memorial criticising the government of Han.
1747	國人悅。	The people of the kingdom thought of the man of Faction as a model for the state.
1748	是歲滅戎，伐陸渾戎，遂至洛，觀兵於周郊，問鼎之輕重而歸。	In this year there was a famine, and the people of the two commanderies were scattered in the wilderness. Zhang Zhao brought soldiers to look for them, and Zhou Yu asked to go to the place where they had been besieged. They went there and ate and drank, and then Zhou Yu went back.
1749	若敖反，擊滅之。	"If Yuan Shang attacked and defeated him, he would certainly be destroyed."""
1750	伐陳，殺夏徵舒。	When Yang Qiu was killed, the emperor remade a memorial for him.
1751	圍鄭，剋之。	but Cao Cao besieged him for more than a year. He broke off the siege and gave up the siege.
1752	引兵去三十里而避舍，遂許之平，大敗晉師河上，至衡雍而歸。	He brought his troops forward to Jiangling, and when he reached the top of the pass he was able to break through to the north of the Yangzi, and he went forward to Xiapi. Xia Yu, however, prevented him, and instead went back to Pingyuan.
1753	圍宋，以宋殺楚使也。	In the winter, in the fourth month Wang Song was killed by Li Jue. He had sent his wife and children to kill Cai Yong because he had killed him.
1754	宋華元出，告以情，遂罷兵焉。	Zhang Song had also fled the trouble from the trouble, and he had also brought his family into hiding from the commandery. He kept them under arrest and kept them in prison for more than a year.
1755	宋襄公茲甫即位，宋地隕星如雨與俱下，六鷁退飛。	At this time the counsellor Huangfu Song had been banished to the harem apartments, and the emperor had only recently returned to the palace.The Intendant of Jingzhao, Huang Fu, had taken the seal and ribbon of the empress, and he had kept it with him only when he was out on campaign.
